"wave","include_random_effects","length","measure","pearson_cor_value","pearson_cor_df","pearson_cor_p","pearson_cor_95_conf_lower","pearson_cor_95_conf_upper"
1,TRUE,1,"general_sophistication",0.168337526544912,69,0.160528411721279,-0.0676219777674149,0.386463385151852
1,TRUE,2,"general_sophistication",0.147674729515521,69,0.219074099828084,-0.0886844559550852,0.368289752502256
1,TRUE,3,"general_sophistication",0.141394865784567,69,0.239520198438832,-0.0950441809936508,0.36273278869934
1,TRUE,4,"general_sophistication",0.233916271875104,69,0.0496044290743465,0.000647895768525459,0.443041654624726
1,TRUE,5,"general_sophistication",0.225831223803453,69,0.0582709701260087,-0.00788811341221885,0.436155135458465
1,TRUE,6,"general_sophistication",0.166555419070419,69,0.16506756409643,-0.0694468820266606,0.384902607171446
1,TRUE,7,"general_sophistication",0.196381912611625,69,0.100714849223887,-0.0386946815017965,0.410861362224513
1,TRUE,8,"general_sophistication",0.262302721665059,69,0.0271176637411999,0.0308892952176229,0.467026223493846
1,TRUE,9,"general_sophistication",0.307203971023119,69,0.00916217341999479,0.0796057252411226,0.504359345993901
1,TRUE,10,"general_sophistication",0.29589529403757,69,0.0122320144807096,0.067232879398719,0.495025683945819
1,TRUE,11,"general_sophistication",0.341448449722042,69,0.00356652958847912,0.117505331136559,0.532344947370517
1,TRUE,12,"general_sophistication",0.339183403188463,69,0.00380869803781267,0.114978211716996,0.530506682216497
1,TRUE,13,"general_sophistication",0.370414283043314,69,0.00147433475479236,0.150080347864374,0.555695360124038
1,TRUE,14,"general_sophistication",0.385591442525009,69,0.00089761087948133,0.167341760394204,0.567814617151265
1,TRUE,15,"general_sophistication",0.375415465986877,69,0.00125520717242285,0.155753534517748,0.559697619483289
1,TRUE,16,"general_sophistication",0.346178943394379,69,0.00310446425257456,0.122792528237177,0.536178321072533
1,TRUE,17,"general_sophistication",0.35563222823711,69,0.00233775913588284,0.133396440421353,0.543815419252643
1,TRUE,18,"general_sophistication",0.347414305847561,69,0.00299294705705244,0.12417536439356,0.537178112885472
1,TRUE,19,"general_sophistication",0.35759412485222,69,0.00220173780770323,0.135603527960171,0.545396495746805
1,TRUE,20,"general_sophistication",0.369743516837468,69,0.00150620836644611,0.14932055344693,0.555157917139856
1,TRUE,21,"general_sophistication",0.378651540013495,69,0.00112955722715769,0.159432174701587,0.562282755414022
1,TRUE,22,"general_sophistication",0.365951118429757,69,0.00169837893943379,0.145029695219689,0.552116390487894
1,TRUE,23,"general_sophistication",0.374686110987028,69,0.00128521353625838,0.154925273293726,0.559114478947127
1,TRUE,24,"general_sophistication",0.352867316929864,69,0.00254223047906299,0.130289718125993,0.541584929427704
1,TRUE,25,"general_sophistication",0.354486338478264,69,0.00242064210483822,0.13210836034071,0.542891337614698
